-,1980s,1990s,2.5d,_two_d,2d_fighter,360_video,_three_d,3d_platformer,3d_vision,4_player_local,4x,6dof,atv,abstract,action,action_rpg,action_adventure,addictive,adventure,agriculture,aliens,alternate_history,america,animation_&_modeling,anime,assassin,asynchronous_multiplayer,atmospheric,audio_production,bmx,base_building,baseball,based_on_a_novel,basketball,batman,battle_royale,beat_em_up,beautiful,benchmark,bikes,blood,board_game,bowling,building,bullet_hell,bullet_time,crpg,capitalism,card_game,cartoon,cartoony,casual,cats,character_action_game,character_customization,chess,choices_matter,choose_your_own_adventure,cinematic,city_builder,class_based,classic,clicker,co_op,co_op_campaign,cold_war,colorful,comedy,comic_book,competitive,conspiracy,controller,conversation,crafting,crime,crowdfunded,cult_classic,cute,cyberpunk,cycling,dark,dark_comedy,dark_humor,dating_sim,demons,design_&_illustration,destruction,detective,difficult,dinosaurs,diplomacy,documentary,dog,dragons,drama,driving,dungeon_crawler,dungeons_&_dragons,dynamic_narration,dystopian_,early_access,economy,education,emotional,epic,episodic,experience,experimental,exploration,fmv,fps,faith,family_friendly,fantasy,fast_paced,feature_film,female_protagonist,fighting,first_person,fishing,flight,football,foreign,free_to_play,funny,futuristic,gambling,game_development,gamemaker,games_workshop,gaming,god_game,golf,gore,gothic,grand_strategy,great_soundtrack,grid_based_movement,gun_customization,hack_and_slash,hacking,hand_drawn,hardware,heist,hex_grid,hidden_object,historical,hockey,horror,horses,hunting,illuminati,indie,intentionally_awkward_controls,interactive_fiction,inventory_management,investigation,isometric,jrpg,jet,kickstarter,lego,lara_croft,lemmings,level_editor,linear,local_co_op,local_multiplayer,logic,loot,lore_rich,lovecraftian,mmorpg,moba,magic,management,mars,martial_arts,massively_multiplayer,masterpiece,match_3,mature,mechs,medieval,memes,metroidvania,military,mini_golf,minigames,minimalist,mining,mod,moddable,modern,motocross,motorbike,mouse_only,movie,multiplayer,multiple_endings,music,music_based_procedural_generation,mystery,mystery_dungeon,mythology,nsfw,narration,naval,ninja,noir,nonlinear,nudity,offroad,old_school,on_rails_shooter,online_co_op,open_world,otome,parkour,parody_,party_based_rpg,perma_death,philisophical,photo_editing,physics,pinball,pirates,pixel_graphics,platformer,point_&_click,political,politics,pool,post_apocalyptic,procedural_generation,programming,psychedelic,psychological,psychological_horror,puzzle,puzzle_platformer,pve,pvp,quick_time_events,rpg,rpgmaker,rts,racing,real_time_tactics,real_time,real_time_with_pause,realistic,relaxing,remake,replay_value,resource_management,retro,rhythm,robots,rogue_like,rogue_lite,romance,rome,runner,sailing,sandbox,satire,sci_fi,science,score_attack,sequel,sexual_content,shoot_em_up,shooter,short,side_scroller,silent_protagonist,simulation,singleplayer,skateboarding,skating,skiing,sniper,snow,snowboarding,soccer,software,software_training,sokoban,souls_like,soundtrack,space,space_sim,spectacle_fighter,spelling,split_screen,sports,star_wars,stealth,steam_machine,steampunk,story_rich,strategy,strategy_rpg,stylized,submarine,superhero,supernatural,surreal,survival,survival_horror,swordplay,tactical,tactical_rpg,tanks,team_based,tennis,text_based,third_person,third_person_shooter,thriller,time_attack,time_management,time_manipulation,time_travel,top_down,top_down_shooter,touch_friendly,tower_defense,trackir,trading,trading_card_game,trains,transhumanism,turn_based,turn_based_combat,turn_based_strategy,turn_based_tactics,tutorial,twin_stick_shooter,typing,underground,underwater,unforgiving,utilities,vr,vr_only,vampire,video_production,villain_protagonist,violent,visual_novel,voice_control,voxel,walking_simulator,war,wargame,warhammer_40k,web_publishing,werewolves,western,word_game,world_war_i,world_war_ii,wrestling,zombies
top_down,11,3,3,100,2,0,2,3,0,24,0,0,0,4,328,11,14,6,77,0,25,1,0,0,9,2,0,42,0,0,5,0,0,0,0,3,2,0,0,0,6,0,0,8,87,8,1,0,0,6,7,70,0,2,7,0,1,0,0,0,2,14,1,69,3,0,21,11,2,16,0,34,0,8,2,1,1,9,16,0,12,1,7,1,0,0,11,0,96,1,0,0,0,0,0,1,19,0,0,8,59,0,0,0,1,0,0,5,4,0,4,0,13,8,45,0,20,2,1,1,2,0,0,16,24,16,0,1,9,0,0,0,0,67,1,0,86,0,1,11,2,2,0,1,1,0,1,0,32,0,1,0,312,0,0,1,0,26,0,0,2,0,0,0,6,1,59,29,1,16,1,3,1,1,0,1,1,0,8,1,0,7,10,0,8,3,3,0,0,9,0,0,6,0,0,0,3,0,57,1,3,0,3,0,0,1,0,0,3,1,0,5,0,5,1,19,15,0,0,0,1,21,0,0,5,0,1,59,4,1,0,0,0,6,21,1,2,2,7,8,1,3,6,0,51,0,5,2,2,2,3,0,3,1,28,1,57,2,14,53,54,0,0,2,0,7,0,98,2,15,0,3,105,168,4,2,2,18,129,0,0,0,0,0,0,0,0,0,0,0,3,51,3,1,0,4,0,0,11,1,3,13,45,1,5,0,1,0,5,48,10,0,14,1,5,7,0,2,11,5,0,3,0,2,1,139,335,2,10,0,2,0,0,1,1,1,1,1,1,116,0,0,0,0,0,1,0,2,0,4,60,2,0,4,2,3,0,0,0,0,2,0,0,5,0,51
top_down_shooter,0,0,0,78,0,0,1,0,0,3,1,0,0,7,40,2,0,21,57,1,6,0,0,1,3,0,3,41,1,0,0,0,0,0,0,0,0,7,0,0,0,7,0,5,1,0,1,1,11,0,3,111,0,0,3,0,6,4,0,0,0,11,5,6,0,0,18,31,3,2,2,12,1,1,1,3,2,23,4,0,5,1,3,1,0,3,0,3,34,0,1,0,0,0,0,1,2,0,0,1,5,2,8,1,1,2,0,3,6,0,0,0,40,30,11,0,13,0,2,0,1,1,1,7,31,3,1,1,3,1,1,0,0,1,0,1,62,2,0,0,0,16,0,2,10,5,2,0,6,0,0,4,130,0,6,0,0,5,1,0,5,0,0,1,6,1,2,5,10,0,0,1,0,1,3,6,0,0,1,2,8,0,0,3,3,0,0,0,1,24,0,0,5,0,0,0,26,0,21,1,6,0,9,0,1,0,1,0,0,1,0,1,0,2,0,1,5,0,0,4,0,1,1,1,9,0,2,13,3,19,0,0,0,2,3,4,0,1,2,75,2,0,2,0,28,0,5,2,1,2,1,1,31,2,18,1,18,4,2,3,3,1,0,0,0,8,4,16,3,6,1,1,2,1,21,2,0,23,112,0,0,0,0,0,0,1,1,0,1,0,2,8,0,0,0,2,6,0,0,0,3,24,67,1,11,0,0,0,7,7,0,0,11,5,0,1,0,1,1,1,0,2,0,1,0,7,2,141,12,0,0,1,3,0,26,3,12,3,0,1,1,0,0,0,2,1,0,0,0,0,1,3,0,1,1,0,0,0,1,0,0,1,1,0,0,6
touch_friendly,1,0,1,81,0,0,4,0,2,7,1,0,0,1,251,14,4,13,98,1,17,3,0,0,11,0,0,29,0,0,32,0,1,0,0,0,1,1,0,0,4,2,1,31,7,0,0,0,10,6,14,193,3,0,7,1,1,0,0,8,0,10,6,64,1,2,6,26,1,8,0,12,0,11,0,2,4,9,2,0,5,2,5,0,1,0,8,0,59,1,0,0,0,1,1,1,4,0,0,2,92,4,1,0,2,0,0,3,3,0,18,2,17,57,11,0,15,0,11,1,1,0,0,27,37,7,0,2,1,0,0,2,0,25,0,2,52,0,4,6,1,0,0,1,2,0,4,0,9,0,1,1,422,0,0,0,0,14,1,0,2,0,0,0,9,0,20,12,0,6,0,1,1,8,9,11,2,0,9,2,3,1,5,12,5,0,4,0,1,7,1,3,7,0,0,0,3,0,83,1,1,0,0,0,0,0,1,2,0,0,1,2,0,0,1,27,16,0,0,0,0,8,1,0,9,0,2,44,11,2,2,1,0,7,10,1,1,2,4,21,0,6,13,1,68,1,54,3,11,5,12,1,5,1,31,21,16,0,3,19,15,0,0,0,0,23,1,55,1,5,0,0,8,36,3,10,1,61,156,0,0,0,0,0,0,0,0,0,0,0,1,18,2,1,1,7,2,0,1,0,11,12,429,4,6,0,0,0,0,63,4,0,34,1,3,1,0,0,14,8,0,0,0,1,2,25,10,12,482,0,0,5,2,1,8,1,7,3,0,9,1,0,1,0,0,21,6,2,0,2,21,0,0,6,1,18,2,0,0,1,0,1,3,4,0,36
tower_defense,0,0,0,0,0,0,0,0,3,0,1,0,0,0,20,0,0,0,7,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,8,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,3,1,0,0,0,0,0,0,5,0,6,0,2,0,1,0,0,0,15,2,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,16,5,0,3,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,6,0,0,0,23,19,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,0,1,0,0,0,6,0,1,0,0,0,0,1,0,0,3,0,3,2,0,0,4,2,0,0,0,0,0,0,0,0,0,23,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,1
trackir,0,0,0,7,1,0,1,0,0,0,6,0,0,0,28,0,0,2,18,2,0,0,1,0,1,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,5,1,3,1,15,0,0,1,0,0,1,0,6,2,3,1,8,0,0,1,1,0,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,33,1,0,0,0,0,1,15,0,3,0,2,2,1,0,2,3,8,0,4,0,0,6,7,3,1,0,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,40,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,1,0,5,1,0,1,0,9,2,0,1,0,0,0,2,0,6,0,0,0,0,0,21,1,0,0,1,0,0,0,0,7,0,0,0,1,0,1,0,5,23,0,0,0,0,3,0,0,1,0,7,1,1,0,2,3,0,0,4,0,0,0,1,0,0,0,2,0,21,0,6,0,0,4,1,4,5,1,2,11,2,0,1,0,1,0,0,0,5,25,0,26,1,0,0,0,0,6,0,1,0,52,40,0,0,0,0,0,0,0,0,0,0,0,0,25,19,1,0,0,0,0,0,0,0,4,49,1,0,1,0,0,0,3,0,1,3,0,0,3,0,0,3,0,0,0,1,0,0,2,2,0,0,3,65,1,1,0,2,1,2,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
trading,0,0,1,7,0,0,0,1,0,0,0,0,0,1,28,1,1,0,21,0,0,0,0,0,10,0,2,10,0,0,2,0,0,0,0,0,0,0,0,0,2,19,0,2,0,0,0,0,66,2,2,36,0,0,2,2,0,0,0,0,1,4,2,9,0,0,3,5,0,10,0,1,1,3,0,0,0,4,0,0,1,1,1,0,0,1,0,0,17,0,0,0,0,0,0,0,5,0,0,0,23,0,2,0,0,0,0,2,0,0,3,0,3,26,2,0,6,1,2,0,0,0,0,48,9,0,0,0,1,2,1,2,0,1,0,0,12,1,0,2,0,0,0,0,3,0,1,0,2,0,0,4,59,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,1,2,1,9,1,0,0,16,0,1,1,0,2,7,0,1,0,0,3,0,0,0,0,0,0,1,0,44,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,2,4,0,0,2,0,2,0,0,2,0,0,1,7,0,0,0,0,0,2,0,0,0,3,8,3,2,14,0,26,0,2,4,3,4,0,0,2,0,5,1,0,0,0,5,4,0,0,0,0,3,0,2,0,0,0,3,0,3,1,0,0,9,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,3,71,1,0,0,0,0,1,4,1,0,18,4,2,1,0,0,0,1,0,0,0,0,0,2,0,1,5,0,1,91,0,0,29,7,27,14,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,3,0,1,0,0,0,0,0,2,0,3
trading_card_game,0,0,0,6,0,0,1,0,0,0,0,0,0,1,13,0,1,1,10,0,2,1,2,0,2,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,23,0,0,0,2,1,0,1,27,0,0,0,0,1,0,1,10,0,4,2,3,0,0,2,0,0,0,0,0,0,2,1,1,1,4,0,0,2,0,0,1,0,0,2,0,5,0,0,0,0,0,0,11,0,0,0,0,16,19,2,0,0,0,2,0,2,0,1,0,10,2,2,0,0,0,2,2,1,0,0,2,4,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,41,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,2,0,0,1,0,0,0,26,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,0,2,0,12,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,12,0,0,0,0,0,0,0,5,0,0,3,1,0,1,1,0,1,0,0,0,0,1,11,1,0,0,0,1,0,1,4,0,4,5,11,14,0,4,8,2,0,0,2,0,0,0,0,0,15,0,4,0,1,1,2,0,2,1,1,0,59,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,4,36,0,2,0,0,0,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,3,2,1,1,0,78,1,1,0,0,1,0,0,0,3,0,0,0,7,2,0,0,0,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,3
trains,0,0,0,2,0,0,0,0,0,0,0,0,0,1,10,2,1,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,1,1,3,1,0,0,0,0,1,0,9,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,7,2,1,1,0,0,1,0,0,0,0,5,1,0,0,0,0,2,0,4,0,0,0,0,0,2,9,0,0,0,0,0,0,0,1,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,9,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,2,1,0,0,0,7,0,1,0,0,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,0,12,1,0,0,1,0,6,1,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,4,0,0,8,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,1,0,0,0,1,16,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
transhumanism,3,6,2,197,0,0,6,1,2,7,70,1,0,9,169,12,3,25,363,2,21,14,6,0,119,1,22,152,0,0,12,0,0,0,0,0,1,5,1,0,3,96,0,14,3,0,57,3,88,7,11,197,3,1,52,9,30,6,2,9,8,99,2,47,0,7,20,82,5,29,0,19,0,21,4,9,8,51,21,0,19,1,13,13,7,3,2,1,137,2,10,0,0,8,6,1,103,4,0,5,128,18,16,1,8,4,1,5,61,0,2,2,45,352,6,0,100,3,21,1,0,5,0,69,91,14,1,1,1,21,0,5,1,19,7,70,212,43,0,6,0,21,0,1,87,0,79,0,19,0,2,4,666,0,2,6,1,88,132,0,31,0,1,0,7,6,21,31,7,19,9,9,10,7,48,44,3,3,34,17,2,13,15,25,20,0,28,1,2,16,3,1,36,4,0,0,23,0,235,11,2,0,3,2,2,0,4,9,3,1,5,40,0,29,0,20,78,3,1,12,67,45,1,0,8,0,7,108,8,11,9,9,0,33,53,0,1,1,11,78,1,8,25,1,582,49,18,3,9,4,17,10,21,15,135,21,87,0,13,110,59,12,11,0,0,41,5,137,5,2,4,21,5,8,16,7,0,157,575,0,0,0,0,0,0,3,1,0,1,0,3,64,1,0,0,1,19,2,10,1,18,176,753,71,15,0,4,1,6,40,5,6,263,87,14,6,0,3,16,0,0,0,1,0,2,23,1,26,8,0,2,29,1,0,970,256,449,247,0,0,0,1,1,2,1,3,0,3,0,7,18,35,0,2,2,63,51,17,0,1,5,0,6,41,0,15
turn_based,1,5,1,76,3,0,1,0,0,1,7,0,0,2,65,10,3,3,156,1,5,8,3,0,47,1,6,63,0,0,3,0,0,0,0,0,0,0,0,0,2,19,0,5,1,0,38,0,19,1,5,59,1,1,27,4,17,4,2,1,6,30,3,12,0,1,8,31,3,17,1,8,0,11,2,4,4,29,10,0,15,1,7,4,4,0,0,0,50,0,2,0,0,2,3,1,48,1,0,1,60,3,3,1,2,4,0,2,31,0,1,0,13,143,1,0,55,5,11,1,0,1,0,31,36,5,1,0,0,2,0,1,0,10,3,8,99,22,1,2,0,9,0,1,35,0,25,0,6,0,0,1,250,0,1,1,0,46,62,0,9,0,0,0,3,3,8,6,0,7,3,2,6,4,25,8,0,3,11,7,2,5,6,16,10,0,10,0,2,2,1,1,5,0,0,0,9,0,52,7,1,0,2,4,1,0,1,3,3,1,2,15,0,10,0,7,45,0,0,1,41,25,1,0,2,0,2,51,3,5,0,0,0,17,20,0,1,2,6,26,0,4,16,2,240,25,1,1,2,4,4,9,3,7,53,7,35,0,7,41,33,3,4,0,0,14,1,44,0,1,3,6,1,2,9,2,1,42,198,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,5,2,3,0,6,98,230,39,3,0,2,0,3,20,2,4,113,49,5,4,0,0,6,0,0,0,0,1,1,8,1,3,1,0,1,7,0,0,256,323,142,142,0,0,0,1,0,0,0,2,0,1,0,3,10,13,0,0,1,21,18,3,0,0,2,0,0,10,0,5
turn_based_combat,2,2,1,70,0,0,4,0,1,4,72,0,0,4,97,4,0,20,138,2,18,12,6,0,35,0,16,75,0,0,11,0,0,0,0,0,0,2,1,0,5,74,0,10,3,0,16,3,60,2,5,107,0,0,23,10,8,2,0,10,6,56,1,41,0,8,9,26,0,28,0,7,0,14,3,8,5,14,11,0,6,2,5,3,3,3,2,0,73,2,10,0,0,5,0,0,23,2,1,1,84,14,15,0,1,1,0,3,22,0,1,2,19,154,5,0,34,1,2,1,0,4,0,43,41,11,0,0,1,15,0,6,0,17,2,74,93,15,0,1,0,13,0,1,82,0,85,0,11,0,2,1,363,0,1,4,0,43,25,0,22,0,0,0,4,1,14,24,4,4,5,5,4,7,26,33,1,1,21,9,1,3,10,19,3,0,26,0,1,7,0,0,33,0,0,0,8,0,184,4,1,0,0,0,2,0,0,9,2,0,2,12,0,6,0,13,32,0,1,4,14,21,0,0,6,0,4,38,4,2,6,10,0,17,32,0,1,1,1,36,0,7,22,2,227,5,23,1,10,3,14,10,10,6,95,20,28,0,10,41,26,5,10,0,0,33,3,99,1,2,1,4,1,8,10,4,0,131,334,0,0,0,0,0,0,2,0,0,0,0,3,55,0,1,0,1,13,1,3,0,6,73,551,70,8,0,1,0,2,26,2,6,223,65,14,4,0,4,4,1,0,0,1,0,0,14,1,12,7,0,2,27,0,0,449,142,563,195,0,0,0,0,1,2,0,5,1,0,0,2,12,11,0,3,1,60,55,15,0,0,1,0,7,42,0,14
turn_based_strategy,0,1,0,40,0,0,1,0,0,0,13,1,0,2,53,2,1,6,76,0,10,7,2,0,23,0,13,36,0,0,5,0,0,0,0,0,0,0,0,0,1,32,0,4,2,0,15,1,30,0,4,45,0,1,21,6,5,0,0,1,4,16,0,10,0,3,5,16,0,19,0,4,0,4,1,3,1,7,9,0,6,1,0,1,3,0,1,0,51,0,2,0,0,3,0,1,28,1,0,1,56,3,6,0,0,1,0,3,11,0,0,1,7,76,2,0,23,1,0,0,0,3,0,37,16,9,1,0,1,9,0,1,0,9,0,16,49,15,0,0,0,6,0,1,38,0,24,0,3,0,0,1,220,0,0,0,0,38,19,0,9,0,0,0,3,0,4,9,1,8,4,3,4,7,15,19,0,0,13,1,3,0,8,14,2,0,13,0,0,2,0,0,8,0,0,0,8,1,75,1,2,0,0,1,3,0,1,6,1,0,2,6,0,2,0,6,15,0,0,3,19,25,0,0,1,0,2,32,1,0,1,2,0,15,19,0,1,0,1,21,0,3,16,1,152,3,3,2,4,1,4,6,2,2,56,5,19,0,9,38,24,1,6,0,0,10,1,52,0,1,0,4,1,3,7,2,0,51,154,0,0,0,0,0,0,3,0,0,0,0,1,15,0,0,0,0,10,1,5,0,4,43,274,52,2,0,2,0,1,4,0,6,177,66,3,3,0,1,4,0,0,0,0,0,0,6,1,3,3,0,0,14,1,0,247,142,195,287,0,0,0,0,1,2,0,3,0,0,0,1,11,7,0,1,1,25,22,9,0,0,1,0,1,12,0,6
turn_based_tactics,0,0,2,8,4,0,2,1,0,0,0,0,0,0,15,0,2,10,4,0,0,0,0,1,12,0,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,9,0,0,2,0,8,0,0,0,0,1,6,0,0,0,1,0,0,6,0,4,0,1,0,0,1,6,0,0,0,0,0,1,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,2,1,0,2,0,5,2,2,0,0,4,1,0,0,0,0,0,9,0,1,1,1,0,0,2,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,7,0,0,0,1,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,3,0,0,0,7,0,0,0,0,1,0,0,0,0,0,6,1,10,0,1,0,1,0,2,0,0,1,0,2,0,4,0,3,0,1,0,3,0,1,0,7,0,16,21,1,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,3,0,0,0,0,4,10,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,1
tutorial,8,0,1,81,2,0,0,3,0,39,0,1,0,3,273,8,8,4,58,0,15,0,0,0,5,0,0,13,1,0,1,0,0,0,0,0,4,0,0,0,2,0,0,3,84,1,0,1,0,3,12,51,0,1,4,0,0,0,0,0,0,6,0,78,3,0,19,6,0,11,0,40,0,4,0,0,2,6,9,0,7,0,4,0,2,0,7,0,77,1,0,0,0,0,0,1,20,0,1,4,48,0,0,0,0,0,0,1,3,0,4,0,10,3,32,0,17,4,1,1,3,0,0,13,18,11,0,0,8,1,0,0,0,33,1,0,76,0,2,12,1,0,0,0,0,0,0,0,18,0,0,2,254,0,0,0,0,23,0,0,1,0,2,0,2,0,85,45,0,14,1,3,1,1,2,0,1,1,2,1,0,3,10,0,4,3,1,0,0,6,0,0,3,0,0,0,1,0,50,0,5,1,1,0,0,1,1,1,0,0,0,2,0,2,1,20,4,0,1,0,1,22,0,0,8,0,1,63,12,0,0,0,0,6,26,0,3,0,2,7,2,1,4,1,41,0,3,1,0,1,0,0,1,2,25,1,48,1,14,55,57,0,0,0,0,0,0,60,1,10,0,2,100,113,1,5,1,3,85,0,0,0,0,0,0,0,0,0,0,1,2,32,1,2,0,6,1,0,3,1,5,2,18,1,5,0,0,1,0,18,3,0,1,0,4,2,0,0,10,6,0,2,0,0,0,79,116,1,9,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,5,2,3,0,3,31,0,0,1,1,0,0,1,0,0,4,0,0,2,0,27
twin_stick_shooter,0,0,0,12,1,0,0,0,0,0,0,0,0,0,15,0,0,1,10,0,0,0,0,0,2,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,1,0,0,0,2,0,0,2,2,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,5,0,12,0,0,1,0,2,2,0,1,0,0,0,2,0,2,1,2,0,0,0,0,1,5,0,0,0,2,0,0,0,0,2,0,0,12,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,29,0,1,0,1,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,1,1,4,1,0,1,9,1,0,0,1,8,0,0,0,0,0,0,0,2,0,1,0,4,1,1,1,0,1,0,0,0,0,0,6,0,3,0,2,0,1,2,0,1,9,15,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,5,0,0,0,0,0,0,6,6,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,1,0,0,0,0,1,1,3,1,0,1,0,0,0,0,0,1,5,0,0,0,1
typing,0,0,0,5,0,0,2,0,0,1,0,0,0,1,15,2,1,0,17,0,1,0,0,0,2,1,0,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,1,6,0,0,0,0,1,0,0,0,0,3,0,1,0,0,2,1,0,0,1,4,1,3,0,0,0,1,1,0,2,0,1,0,0,0,2,0,4,1,0,0,0,1,0,2,2,0,1,0,4,1,2,0,0,0,1,1,7,0,3,0,4,3,0,0,3,1,7,0,0,0,0,2,2,3,0,0,0,0,0,0,0,2,0,0,6,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,21,1,1,0,2,0,0,0,1,0,0,0,1,0,2,2,0,2,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,2,3,0,0,1,0,2,4,1,0,0,2,5,0,1,0,1,4,0,0,1,0,1,1,2,1,0,2,1,5,0,4,0,4,1,0,0,0,1,0,4,1,0,0,0,0,3,0,1,1,6,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,3,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
